b'USER32.dll',0x140026c98,b'InvalidateRect'
b'USER32.dll',0x140026ca0,b'UpdateWindow'
b'USER32.dll',0x140026ca8,b'GetWindowPlacement'
b'USER32.dll',0x140026cb0,b'SetWindowPlacement'
b'USER32.dll',0x140026cb8,b'CharUpperW'
b'USER32.dll',0x140026cc0,b'GetSystemMenu'
b'USER32.dll',0x140026cc8,b'LoadAcceleratorsW'
b'USER32.dll',0x140026cd0,b'SetWindowLongW'
b'USER32.dll',0x140026cd8,b'CreateWindowExW'
b'USER32.dll',0x140026ce0,b'MonitorFromWindow'
b'USER32.dll',0x140026ce8,b'RegisterWindowMessageW'
b'USER32.dll',0x140026cf0,b'LoadCursorW'
b'USER32.dll',0x140026cf8,b'RegisterClassExW'
b'USER32.dll',0x140026d00,b'GetWindowTextLengthW'
b'USER32.dll',0x140026d08,b'GetWindowLongW'
b'USER32.dll',0x140026d10,b'PeekMessageW'
b'USER32.dll',0x140026d18,b'GetWindowTextW'
b'USER32.dll',0x140026d20,b'EnableWindow'
b'USER32.dll',0x140026d28,b'CreateDialogParamW'
b'USER32.dll',0x140026d30,b'DrawTextExW'
b'USER32.dll',0x140026d38,b'LoadIconW'
b'USER32.dll',0x140026d40,b'LoadImageW'
b'USER32.dll',0x140026d48,b'DialogBoxParamW'
b'USER32.dll',0x140026d50,b'SetThreadDpiAwarenessContext'
b'USER32.dll',0x140026d58,b'SendMessageW'
b'USER32.dll',0x140026d60,b'MoveWindow'
b'USER32.dll',0x140026d68,b'GetClientRect'
b'USER32.dll',0x140026d70,b'GetFocus'
b'api-ms-win-crt-string-l1-1-0.dll',0x140027088,b'memset'
b'api-ms-win-crt-string-l1-1-0.dll',0x140027090,b'wcsnlen'
b'api-ms-win-crt-string-l1-1-0.dll',0x140027098,b'wcscmp'
b'api-ms-win-crt-runtime-l1-1-0.dll',0x140027060,b'_c_exit'
b'api-ms-win-crt-runtime-l1-1-0.dll',0x140027068,b'_register_thread_local_exe_atexit_callback'
b'api-ms-win-crt-runtime-l1-1-0.dll',0x140027070,b'_initterm_e'
b'api-ms-win-crt-runtime-l1-1-0.dll',0x140027078,b'_initterm'
b'api-ms-win-crt-private-l1-1-0.dll',0x140026f40,b'_o__callnewh'
b'api-ms-win-crt-private-l1-1-0.dll',0x140026f48,b'_o__cexit'
b'api-ms-win-crt-private-l1-1-0.dll',0x140026f50,b'_o__configthreadlocale'
b'api-ms-win-crt-private-l1-1-0.dll',0x140026f58,b'_o__configure_wide_argv'
b'api-ms-win-crt-private-l1-1-0.dll',0x140026f60,b'_o__crt_atexit'
b'api-ms-win-crt-private-l1-1-0.dll',0x140026f68,b'_o__errno'
b'api-ms-win-crt-private-l1-1-0.dll',0x140026f70,b'_o__exit'
b'api-ms-win-crt-private-l1-1-0.dll',0x140026f78,b'_o__get_wide_winmain_command_line'
b'api-ms-win-crt-private-l1-1-0.dll',0x140026f80,b'_o__initialize_onexit_table'
b'api-ms-win-crt-private-l1-1-0.dll',0x140026f88,b'_o__initialize_wide_environment'
b'api-ms-win-crt-private-l1-1-0.dll',0x140026f90,b'_o__invalid_parameter_noinfo'
b'api-ms-win-crt-private-l1-1-0.dll',0x140026f98,b'_o__purecall'
b'api-ms-win-crt-private-l1-1-0.dll',0x140026fa0,b'_o__register_onexit_function'
b'api-ms-win-crt-private-l1-1-0.dll',0x140026fa8,b'_o__seh_filter_exe'
b'api-ms-win-crt-private-l1-1-0.dll',0x140026fb0,b'_o__set_app_type'
b'api-ms-win-crt-private-l1-1-0.dll',0x140026fb8,b'_o__set_fmode'
b'api-ms-win-crt-private-l1-1-0.dll',0x140026fc0,b'_o__set_new_mode'
b'api-ms-win-crt-private-l1-1-0.dll',0x140026fc8,b'_o__wcsicmp'
b'api-ms-win-crt-private-l1-1-0.dll',0x140026fd0,b'_o__wtol'
b'api-ms-win-crt-private-l1-1-0.dll',0x140026fd8,b'_o_exit'
b'api-ms-win-crt-private-l1-1-0.dll',0x140026fe0,b'_o_free'
b'api-ms-win-crt-private-l1-1-0.dll',0x140026fe8,b'_o_iswdigit'
b'api-ms-win-crt-private-l1-1-0.dll',0x140026ff0,b'_o_malloc'
b'api-ms-win-crt-private-l1-1-0.dll',0x140026ff8,b'_o_terminate'
b'api-ms-win-crt-private-l1-1-0.dll',0x140027000,b'_o_toupper'
b'api-ms-win-crt-private-l1-1-0.dll',0x140027008,b'__CxxFrameHandler3'
b'api-ms-win-crt-private-l1-1-0.dll',0x140027010,b'_CxxThrowException'
b'api-ms-win-crt-private-l1-1-0.dll',0x140027018,b'_o___std_exception_destroy'
b'api-ms-win-crt-private-l1-1-0.dll',0x140027020,b'_o___std_exception_copy'
b'api-ms-win-crt-private-l1-1-0.dll',0x140027028,b'_o___p__commode'
b'api-ms-win-crt-private-l1-1-0.dll',0x140027030,b'_o___stdio_common_vswprintf'
b'api-ms-win-crt-private-l1-1-0.dll',0x140027038,b'__C_specific_handler'
b'api-ms-win-crt-private-l1-1-0.dll',0x140027040,b'memcmp'
b'api-ms-win-crt-private-l1-1-0.dll',0x140027048,b'memcpy'
b'api-ms-win-crt-private-l1-1-0.dll',0x140027050,b'memmove'
b'api-ms-win-core-com-l1-1-0.dll',0x140026d80,b'CoWaitForMultipleHandles'
b'api-ms-win-core-com-l1-1-0.dll',0x140026d88,b'CoUninitialize'
b'api-ms-win-core-com-l1-1-0.dll',0x140026d90,b'PropVariantClear'
b'api-ms-win-core-com-l1-1-0.dll',0x140026d98,b'CoTaskMemFree'
b'api-ms-win-core-com-l1-1-0.dll',0x140026da0,b'CoTaskMemAlloc'
